,Model,Oversample,Scaler,Neighbors,precision,recall,f1-score,support
Active,Random Forests,True,StandardScaler(),0,0.9567190226876091,0.8296004842615012,0.8886367320473334,3304.0
Inactive,Random Forests,True,StandardScaler(),0,0.5121317157712305,0.8265734265734266,0.6324237560192617,715.0
accuracy,Random Forests,True,StandardScaler(),0,0.8290619557103757,0.8290619557103757,0.8290619557103757,0.8290619557103757
macro avg,Random Forests,True,StandardScaler(),0,0.7344253692294198,0.8280869554174639,0.7605302440332975,4019.0
weighted avg,Random Forests,True,StandardScaler(),0,0.8776247394218188,0.8290619557103757,0.8430551749783931,4019.0
