,Model,Oversample,Scaler,Neighbors,precision,recall,f1-score,support
Active,Support Vector Machines (SVM),True,PowerTransformer(),0,0.9905813575836311,0.9231234866828087,0.9556634811217296,3304.0
Inactive,Support Vector Machines (SVM),True,PowerTransformer(),0,0.7297872340425532,0.9594405594405594,0.8290030211480361,715.0
accuracy,Support Vector Machines (SVM),True,PowerTransformer(),0,0.929584473749689,0.929584473749689,0.929584473749689,0.929584473749689
macro avg,Support Vector Machines (SVM),True,PowerTransformer(),0,0.8601842958130921,0.9412820230616841,0.8923332511348829,4019.0
weighted avg,Support Vector Machines (SVM),True,PowerTransformer(),0,0.9441847916886645,0.929584473749689,0.933129958135616,4019.0
