,Model,Oversample,Scaler,Neighbors,precision,recall,f1-score,support
Active,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.861087389695417,0.9155569007263923,0.8874871644418365,3304.0
Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.44861660079051385,0.3174825174825175,0.37182637182637185,715.0
accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.80915650659368,0.80915650659368,0.80915650659368,0.80915650659368
macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.6548519952429654,0.6165197091044549,0.6296567681341042,4019.0
weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.78770679400818,0.80915650659368,0.7957485561512027,4019.0
