,Unnamed: 0,Model,Oversample,Scaler,Neighbors,precision,recall,f1-score,support
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),11,0.8086588703657627,0.8086588703657627,0.8086588703657627,0.8086588703657627
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),11,0.7325375016966318,0.8611591798032476,0.7534367040382195,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),11,0.8947418008607302,0.8086588703657627,0.8286050471623041,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),7,0.989739831440088,0.8174939467312349,0.8954085861097298,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),7,0.5325581395348837,0.9608391608391608,0.6852867830423941,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),7,0.8429957700920627,0.8429957700920627,0.8429957700920627,0.8429957700920627
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),7,0.7611489854874858,0.8891665537851978,0.790347684576062,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),7,0.9084049447239344,0.8429957700920627,0.8580268769300471,4019.0
0,Active,Logistic Regression,False,StandardScaler(),0,0.9492017416545718,0.7917675544794189,0.8633663366336634,3304.0
1,Inactive,Logistic Regression,False,StandardScaler(),0,0.4552652414885194,0.8041958041958042,0.5813953488372092,715.0
2,accuracy,Logistic Regression,False,StandardScaler(),0,0.7939786016421996,0.7939786016421996,0.7939786016421996,0.7939786016421996
3,macro avg,Logistic Regression,False,StandardScaler(),0,0.7022334915715456,0.7979816793376115,0.7223808427354363,4019.0
4,weighted avg,Logistic Regression,False,StandardScaler(),0,0.8613279925580982,0.7939786016421996,0.8132023017308355,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),13,0.977786288778246,0.7726997578692494,0.863229078613694,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),13,0.4666193181818182,0.9188811188811188,0.6189354686764013,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),13,0.7987061458074147,0.7987061458074147,0.7987061458074147,0.7987061458074147
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),13,0.7222028034800321,0.8457904383751842,0.7410822736450476,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),13,0.8868471536758707,0.7987061458074147,0.8197680357908117,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MinMaxScaler(),15,0.9714397496087636,0.7515133171912833,0.8474402730375427,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MinMaxScaler(),15,0.4388243335611757,0.8979020979020979,0.5895316804407713,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MinMaxScaler(),15,0.7775566061209256,0.7775566061209256,0.7775566061209256,0.7775566061209256
3,macro avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),15,0.7051320415849697,0.8247077075466906,0.7184859767391569,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),15,0.8766848298590684,0.7775566061209256,0.8015570573852183,4019.0
0,Active,Support Vector Machines (SVM),False,MaxAbsScaler(),0,0.9905782975958416,0.922820823244552,0.9554998433093074,3304.0
1,Inactive,Support Vector Machines (SVM),False,MaxAbsScaler(),0,0.7290116896918172,0.9594405594405594,0.8285024154589372,715.0
2,accuracy,Support Vector Machines (SVM),False,MaxAbsScaler(),0,0.9293356556357304,0.9293356556357304,0.9293356556357304,0.9293356556357304
3,macro avg,Support Vector Machines (SVM),False,MaxAbsScaler(),0,0.8597949936438294,0.9411306913425556,0.8920011293841223,4019.0
4,weighted avg,Support Vector Machines (SVM),False,MaxAbsScaler(),0,0.9440443029077656,0.9293356556357304,0.932906372069443,4019.0
0,Active,Naive Bayes,False,"RobustScaler(quantile_range=(25, 75))",0,0.9333333333333332,0.7033898305084746,0.802209181912323,3304.0
1,Inactive,Naive Bayes,False,"RobustScaler(quantile_range=(25, 75))",0,0.3590582079790713,0.7678321678321678,0.4893048128342246,715.0
2,accuracy,Naive Bayes,False,"RobustScaler(quantile_range=(25, 75))",0,0.7148544414033342,0.7148544414033342,0.7148544414033342,0.7148544414033342
3,macro avg,Naive Bayes,False,"RobustScaler(quantile_range=(25, 75))",0,0.6461957706562023,0.7356109991703212,0.6457569973732739,4019.0
4,weighted avg,Naive Bayes,False,"RobustScaler(quantile_range=(25, 75))",0,0.8311669450207438,0.7148544414033342,0.7465419453134576,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),19,0.9708624708624708,0.7563559322033898,0.8502892140183735,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),19,0.4429065743944637,0.8951048951048951,0.5925925925925926,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),19,0.7810400597163474,0.7810400597163474,0.7810400597163474,0.7810400597163474
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),19,0.7068845226284672,0.8257304136541425,0.721440903305483,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),19,0.8769365027175032,0.7810400597163474,0.8044437090869395,4019.0
0,Active,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",11,0.9848484848484848,0.7475786924939467,0.8499655884377151,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",11,0.4480476505625413,0.9468531468531468,0.6082659478885893,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",11,0.7830306046280169,0.7830306046280169,0.7830306046280169,0.7830306046280169
3,macro avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",11,0.7164480677055132,0.8472159196735467,0.7291157681631522,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",11,0.8893489584701695,0.7830306046280169,0.8069660256129764,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),13,0.9841688654353562,0.7902542372881356,0.8766157461809636,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),13,0.4926793557833089,0.9412587412587412,0.6468044209514657,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),13,0.8171186862403583,0.8171186862403583,0.8171186862403583,0.8171186862403583
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),13,0.7384241106093326,0.8657564892734384,0.7617100835662147,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),13,0.8967304480675498,0.8171186862403583,0.8357311735163477,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),14,0.975877192982456,0.8081113801452785,0.8841059602649007,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),14,0.5058456742010912,0.9076923076923076,0.6496496496496496,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),14,0.8258273202289127,0.8258273202289127,0.8258273202289127,0.8258273202289127
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),14,0.7408614335917736,0.8579018439187931,0.7668778049572751,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),14,0.8922562584393668,0.8258273202289127,0.842395021700605,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),6,0.9860116001364722,0.8746973365617433,0.9270248596631916,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),6,0.6194852941176471,0.9426573426573428,0.747642817526345,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),6,0.8867877581487932,0.8867877581487932,0.8867877581487932,0.8867877581487932
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),6,0.8027484471270596,0.908677339609543,0.8373338385947684,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),6,0.920804755447878,0.8867877581487932,0.8951119061603687,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",16,0.9832684824902724,0.7648305084745762,0.86040177051413,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",16,0.463768115942029,0.9398601398601398,0.6210720887245841,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",16,0.7959691465538691,0.7959691465538691,0.7959691465538691,0.7959691465538691
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",16,0.7235182992161506,0.852345324167358,0.7407369296193571,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",16,0.890846794985422,0.7959691465538691,0.8178238350875251,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),20,0.9630172098132552,0.7960048426150121,0.871582435791218,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),20,0.4767080745341615,0.8587412587412587,0.6130803794308537,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),20,0.8071659616820105,0.8071659616820105,0.8071659616820105,0.8071659616820105
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),20,0.7198626421737083,0.8273730506781354,0.7423314076110359,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),20,0.8765004066969199,0.8071659616820105,0.8255936399968261,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),14,0.9739099356683344,0.8247578692493946,0.8931497869550966,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),14,0.5257985257985258,0.8979020979020979,0.6632231404958677,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),14,0.83777058969893,0.83777058969893,0.83777058969893,0.83777058969893
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),14,0.7498542307334302,0.8613299835757462,0.7781864637254822,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),14,0.8941886970376022,0.83777058969893,0.8522446980727009,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),16,0.9721280602636536,0.7811743341404358,0.8662527269676119,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),16,0.469941348973607,0.8965034965034965,0.6166426166426167,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),16,0.8016919631749191,0.8016919631749191,0.8016919631749191,0.8016919631749191
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),16,0.7210347046186303,0.8388389153219662,0.7414476718051143,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),16,0.8827865577574622,0.8016919631749191,0.8218458524012094,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),10,0.9834413246940245,0.8268765133171913,0.8983886879316014,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),10,0.5390813859790492,0.9356643356643356,0.6840490797546012,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),10,0.8462304055735258,0.8462304055735258,0.8462304055735258,0.8462304055735258
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),10,0.7612613553365368,0.8812704244907634,0.7912188838431014,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),10,0.9043874913570732,0.8462304055735258,0.8602566103385298,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",7,0.9889397406559878,0.7848062953995157,0.8751265609179885,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",7,0.4910522548317824,0.9594405594405594,0.6496212121212122,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",7,0.8158745956705649,0.8158745956705649,0.8158745956705649,0.8158745956705649
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",7,0.739995997743885,0.8721234274200376,0.7623738865196004,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",7,0.9003630916477005,0.8158745956705649,0.835008042781712,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),9,0.9866463181991606,0.7826876513317191,0.8729113924050633,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),9,0.4864091559370529,0.951048951048951,0.6436346426881212,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),9,0.8126399601891018,0.8126399601891018,0.8126399601891018,0.8126399601891018
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),9,0.7365277370681067,0.8668683011903351,0.7582730175465923,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),9,0.8976516501181935,0.8126399601891018,0.8321219233710715,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),16,0.9707581227436825,0.8138619854721549,0.8854132367467895,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),16,0.5076060848678943,0.8867132867132868,0.6456211812627292,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),16,0.8268225926847474,0.8268225926847474,0.8268225926847474,0.8268225926847474
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),16,0.7391821038057883,0.8502876360927208,0.7655172090047593,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),16,0.8883610819173106,0.8268225926847474,0.8427530427504961,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),12,0.9740591888929484,0.8069007263922519,0.8826353252772721,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),12,0.5023400936037441,0.9006993006993007,0.6449674511767651,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),12,0.8235879572032844,0.8235879572032844,0.8235879572032844,0.8235879572032844
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),12,0.7381996412483462,0.8538000135457763,0.7638013882270186,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),12,0.8901380261331124,0.8235879572032844,0.8403530336669555,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),6,0.9874320652173914,0.8798426150121066,0.930537772087068,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),6,0.6306976744186047,0.9482517482517484,0.7575418994413408,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),6,0.8920129385419259,0.8920129385419259,0.8920129385419259,0.8920129385419259
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),6,0.8090648698179981,0.9140471816319274,0.8440398357642044,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),6,0.923967250730919,0.8920129385419259,0.8997609497577087,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),18,0.9664723032069972,0.8026634382566586,0.876984126984127,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),18,0.4886274509803922,0.8713286713286713,0.6261306532663317,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),18,0.81487932321473,0.81487932321473,0.81487932321473,0.81487932321473
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),18,0.7275498770936946,0.8369960547926649,0.7515573901252293,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),18,0.8814613379564316,0.81487932321473,0.8323560519136558,4019.0
0,Active,Logistic Regression,False,PowerTransformer(),0,0.9493440233236152,0.7884382566585957,0.861441798941799,3304.0
1,Inactive,Logistic Regression,False,PowerTransformer(),0,0.4517647058823529,0.8055944055944056,0.5788944723618091,715.0
2,accuracy,Logistic Regression,False,PowerTransformer(),0,0.7914904205026125,0.7914904205026125,0.7914904205026125,0.7914904205026125
3,macro avg,Logistic Regression,False,PowerTransformer(),0,0.700554364602984,0.7970163311265006,0.720168135651804,4019.0
4,weighted avg,Logistic Regression,False,PowerTransformer(),0,0.860822198996543,0.7914904205026125,0.81117523051565,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MinMaxScaler(),18,0.967926689576174,0.7672518159806295,0.8559851426641905,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MinMaxScaler(),18,0.4507142857142857,0.8825174825174825,0.5966903073286052,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MinMaxScaler(),18,0.7877581487932321,0.7877581487932321,0.7877581487932321,0.7877581487932321
3,macro avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),18,0.7093204876452299,0.824884649249056,0.7263377249963978,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),18,0.8759120419620288,0.7877581487932321,0.8098553075646773,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),4,0.9919406834300452,0.9312953995157384,0.96066187948798,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),4,0.752453653217012,0.965034965034965,0.8455882352941175,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),4,0.9372978352824084,0.9372978352824084,0.9372978352824084,0.9372978352824084
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),4,0.8721971683235286,0.9481651822753516,0.9031250573910488,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),4,0.949334754939794,0.9372978352824084,0.94018970840099,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),20,0.9594946116685248,0.7814769975786925,0.8613844870725604,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),20,0.4563253012048193,0.8475524475524475,0.593245227606461,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),20,0.7932321473003234,0.7932321473003234,0.7932321473003234,0.7932321473003234
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),20,0.707909956436672,0.81451472256557,0.7273148573395107,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),20,0.8699782999040188,0.7932321473003234,0.8136811851272355,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),22,0.964507866813026,0.7978208232445521,0.8732814311744245,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),22,0.4805598755832037,0.8643356643356643,0.6176911544227887,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),22,0.8096541428215974,0.8096541428215974,0.8096541428215974,0.8096541428215974
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),22,0.7225338711981149,0.8310782437901082,0.7454862927986066,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),22,0.8784111229142146,0.8096541428215974,0.8278106553900454,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),11,0.9868073878627968,0.7923728813559322,0.8789659224441834,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),11,0.4978038067349927,0.951048951048951,0.6535319557904854,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),11,0.82060213983578,0.82060213983578,0.82060213983578,0.82060213983578
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),11,0.7423055972988948,0.8717109162024417,0.7662489391173344,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),11,0.8998112294884798,0.82060213983578,0.8388601035446078,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),20,0.970577140701622,0.7787530266343826,0.8641477749790093,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),20,0.4656432748538012,0.8909090909090909,0.6116178588574172,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),20,0.7987061458074147,0.7987061458074147,0.7987061458074147,0.7987061458074147
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),20,0.7181102077777116,0.8348310587717367,0.7378828169182132,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),20,0.8807469057971204,0.7987061458074147,0.8192214525040309,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),18,0.965230536659108,0.7730024213075061,0.8584873949579833,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),18,0.4537509104151493,0.8713286713286713,0.5967432950191571,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),18,0.7904951480467778,0.7904951480467778,0.7904951480467778,0.7904951480467778
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),18,0.7094907235371287,0.8221655463180887,0.7276153449885703,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),18,0.8742357785689289,0.7904951480467778,0.8119218235580677,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),4,0.995496944355098,0.9367433414043584,0.9652268828941214,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),4,0.7703296703296704,0.9804195804195804,0.8627692307692307,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),4,0.9445135605872108,0.9445135605872108,0.9445135605872108,0.9445135605872108
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),4,0.8829133073423843,0.9585814609119694,0.913998056831676,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),4,0.9554385713946152,0.9445135605872108,0.94699915926404,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),8,0.9856643356643356,0.8532082324455206,0.9146658014276444,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),8,0.5815358067299397,0.9426573426573428,0.7193169690501601,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),8,0.8691216720577258,0.8691216720577258,0.8691216720577258,0.8691216720577258
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),8,0.7836000711971376,0.8979327875514316,0.8169913852389021,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),8,0.9137678693323892,0.8691216720577258,0.8799122768817619,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),3,0.997389885807504,0.9252421307506054,0.9599623174752708,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),3,0.7410901467505241,0.9888111888111888,0.847213900539245,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),3,0.9365513809405324,0.9365513809405324,0.9365513809405324,0.9365513809405324
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),3,0.8692400162790141,0.9570266597808972,0.903588109007258,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),3,0.9517928931661156,0.9365513809405324,0.9399038158307677,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),18,0.9670736219015909,0.7911622276029056,0.8703179623772265,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),18,0.4756838905775076,0.8755244755244755,0.6164451009354998,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),18,0.8061706892261756,0.8061706892261756,0.8061706892261756,0.8061706892261756
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),18,0.7213787562395493,0.8333433515636905,0.7433815316563631,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),18,0.8796529555923797,0.8061706892261756,0.8251527232802286,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),6,0.9897959183673468,0.8807506053268765,0.9320948110185778,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),6,0.6348470806302131,0.958041958041958,0.7636566332218505,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),6,0.8945011196815128,0.8945011196815128,0.8945011196815128,0.8945011196815128
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),6,0.81232149949878,0.9193962816844172,0.8478757221202142,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),6,0.9266487626116736,0.8945011196815128,0.9021288251701924,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",5,0.994592645998558,0.8350484261501211,0.907864429088516,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",5,0.5622489959839357,0.9790209790209792,0.7142857142857142,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",5,0.8606618561831302,0.8606618561831302,0.8606618561831302,0.8606618561831302
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",5,0.7784208209912469,0.90703470258555,0.8110750716871151,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",5,0.9176765699198184,0.8606618561831302,0.8734258172238724,4019.0
0,Active,Random Forests,False,StandardScaler(),0,0.9542662116040956,0.8462469733656174,0.8970163618864292,3304.0
1,Inactive,Random Forests,False,StandardScaler(),0,0.5335169880624426,0.8125874125874126,0.6441241685144125,715.0
2,accuracy,Random Forests,False,StandardScaler(),0,0.8402587708385171,0.8402587708385171,0.8402587708385171,0.8402587708385171
3,macro avg,Random Forests,False,StandardScaler(),0,0.7438915998332691,0.8294171929765151,0.7705702652004208,4019.0
4,weighted avg,Random Forests,False,StandardScaler(),0,0.8794128414044733,0.8402587708385171,0.8520255884947915,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",17,0.9860997547015536,0.7300242130750605,0.8389565217391304,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",17,0.4329307056579783,0.9524475524475524,0.5952797202797203,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",17,0.7695944264742474,0.7695944264742474,0.7695944264742474,0.7695944264742474
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",17,0.7095152301797659,0.8412358827613065,0.7171181210094253,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",17,0.8876882418709598,0.7695944264742474,0.7956052121985784,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),15,0.9781132075471698,0.784503631961259,0.8706751763520322,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),15,0.4799123447772096,0.9188811188811188,0.6305182341650671,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),15,0.808410052251804,0.808410052251804,0.808410052251804,0.808410052251804
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),15,0.7290127761621897,0.8516923754211889,0.7505967052585496,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),15,0.8894808072285528,0.808410052251804,0.8279500672045627,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),8,0.9825358016067064,0.8513922518159807,0.9122750121615048,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),8,0.5752595155709342,0.93006993006993,0.7108498129342598,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),8,0.8653894003483453,0.8653894003483453,0.8653894003483453,0.8653894003483453
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),8,0.7788976585888203,0.8907310909429553,0.8115624125478823,4019.0
