,Unnamed: 0,Model,Oversample,Scaler,Neighbors,precision,recall,f1-score,support
4,weighted avg,Naive Bayes,True,PowerTransformer(),0,0.8323329189098625,0.7066434436426972,0.7398557856477517,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),14,0.9747774480712166,0.7953995157384988,0.8759999999999999,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),14,0.4890400604686319,0.9048951048951048,0.6349362119725221,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),14,0.81487932321473,0.81487932321473,0.81487932321473,0.81487932321473
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),14,0.7319087542699243,0.8501473103168018,0.755468105986261,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),14,0.8883623616975296,0.81487932321473,0.8331135584872736,4019.0
0,Active,K-Nearest Neighbors (kNN),True,PowerTransformer(),13,0.981675392670157,0.7944915254237288,0.8782201405152226,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,PowerTransformer(),13,0.4951672862453531,0.9314685314685316,0.6466019417475728,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,PowerTransformer(),13,0.8188604130380692,0.8188604130380692,0.8188604130380692,0.8188604130380692
3,macro avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),13,0.7384213394577551,0.8629800284461302,0.7624110411313977,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,PowerTransformer(),13,0.8951231916017981,0.8188604130380692,0.8370141161014705,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),13,0.9783867232728676,0.7672518159806295,0.8600508905852418,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),13,0.461484593837535,0.9216783216783216,0.6150256649556696,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),13,0.7947250559840756,0.7947250559840756,0.7947250559840756,0.7947250559840756
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),13,0.7199356585552013,0.8444650688294756,0.7375382777704557,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),13,0.8864272750155243,0.7947250559840756,0.8164596897081221,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),11,0.9836626139817628,0.7835956416464891,0.8723045822102425,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),11,0.4844989185291997,0.9398601398601398,0.6393910561370123,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),11,0.8113958696193083,0.8113958696193083,0.8113958696193083,0.8113958696193083
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),11,0.7340807662554814,0.8617278907533145,0.7558478191736274,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),11,0.8948589209614636,0.8113958696193083,0.8308681126550398,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),12,0.9809146561037092,0.8244552058111381,0.8959052787370498,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),12,0.533011272141707,0.925874125874126,0.676545733265202,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),12,0.8424981338641453,0.8424981338641453,0.8424981338641453,0.8424981338641453
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),12,0.756962964122708,0.875164665842632,0.7862255060011258,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),12,0.9012304263120118,0.8424981338641453,0.8568801294431032,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MinMaxScaler(),5,0.9936686598663385,0.8550242130750605,0.919147551651212,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MinMaxScaler(),5,0.592687074829932,0.9748251748251748,0.7371760973030143,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MinMaxScaler(),5,0.876337397362528,0.876337397362528,0.876337397362528,0.876337397362528
3,macro avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),5,0.7931778673481351,0.9149246939501176,0.8281618244771131,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),5,0.9223320504358754,0.876337397362528,0.8867739288945655,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",22,0.978689818468824,0.7506053268765133,0.8496060294621446,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",22,0.4451178451178451,0.9244755244755244,0.6009090909090908,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",22,0.7815376959442647,0.7815376959442647,0.7815376959442647,0.7815376959442647
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",22,0.7119038317933346,0.8375404256760188,0.7252575601856177,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",22,0.8837647224384806,0.7815376959442647,0.8053616126755228,4019.0
0,Active,Logistic Regression,False,MinMaxScaler(),0,0.9506398537477148,0.7869249394673123,0.8610697135287299,3304.0
1,Inactive,Logistic Regression,False,MinMaxScaler(),0,0.4517133956386293,0.8111888111888111,0.5802901450725362,715.0
2,accuracy,Logistic Regression,False,MinMaxScaler(),0,0.7912416023886539,0.7912416023886539,0.7912416023886539,0.7912416023886539
3,macro avg,Logistic Regression,False,MinMaxScaler(),0,0.701176624693172,0.7990568753280618,0.720679929300633,4019.0
4,weighted avg,Logistic Regression,False,MinMaxScaler(),0,0.8618783664254963,0.7912416023886539,0.811117638025824,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),7,0.9916515426497278,0.8268765133171913,0.9017989767288332,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),7,0.5474683544303798,0.967832167832168,0.6993431025770591,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),7,0.8519532221945758,0.8519532221945758,0.8519532221945758,0.8519532221945758
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),7,0.7695599485400537,0.8973543405746796,0.8005710396529462,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),7,0.9126291541011252,0.8519532221945758,0.8657810742609261,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",15,0.9870287798946088,0.7369854721549637,0.8438745451394906,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",15,0.4400773195876288,0.9552447552447552,0.6025584472871637,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",15,0.7758148793232147,0.7758148793232147,0.7758148793232147,0.7758148793232147
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",15,0.7135530497411189,0.8461151136998595,0.7232164962133272,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",15,0.8897234068865245,0.7758148793232147,0.8009432164596165,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),7,0.990815576781778,0.8162832929782082,0.8951211417192168,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),7,0.5319969159599075,0.965034965034965,0.6858846918489067,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),7,0.842746951978104,0.842746951978104,0.842746951978104,0.842746951978104
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),7,0.7614062463708429,0.8906591290065866,0.7905029167840617,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),7,0.90918946518993,0.842746951978104,0.8578969412570938,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),21,0.9703984819734346,0.773910411622276,0.8610877252062638,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),21,0.4602601156069364,0.8909090909090909,0.606955693187232,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),21,0.7947250559840756,0.7947250559840756,0.7947250559840756,0.7947250559840756
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),21,0.7153292987901855,0.8324097512656834,0.7340217091967478,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),21,0.8796423406566777,0.7947250559840756,0.8158763783802851,4019.0
0,Active,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",8,0.9854227405247812,0.8184019370460048,0.8941798941798941,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",8,0.5294117647058824,0.944055944055944,0.6783919597989949,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",8,0.8407564070664344,0.8407564070664344,0.8407564070664344,0.8407564070664344
3,macro avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",8,0.7574172526153318,0.8812289405509744,0.7862859269894444,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",8,0.9042961299971594,0.8407564070664344,0.8557901521837897,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MinMaxScaler(),7,0.9912087912087912,0.8190072639225182,0.8969174676831291,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MinMaxScaler(),7,0.5360744763382467,0.9664335664335664,0.689620758483034,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MinMaxScaler(),7,0.8452351331176909,0.8452351331176909,0.8452351331176909,0.8452351331176909
3,macro avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),7,0.763641633773519,0.8927204151780423,0.7932691130830816,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MinMaxScaler(),7,0.910238143004651,0.8452351331176909,0.8600383566908256,4019.0
0,Active,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",19,0.985519238725693,0.7209443099273608,0.8327215521761929,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",19,0.4244694132334581,0.951048951048951,0.586965904186448,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",19,0.7618810649415277,0.7618810649415277,0.7618810649415277,0.7618810649415277
3,macro avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",19,0.7049943259795756,0.8359966304881559,0.7098437281813205,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,"RobustScaler(quantile_range=(25, 75))",19,0.8857056967433721,0.7618810649415277,0.7890004055445264,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),14,0.9749719835636907,0.7899515738498789,0.8727637518809565,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),14,0.4828614008941878,0.9062937062937064,0.6300437530384054,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),14,0.8106494152774322,0.8106494152774322,0.8106494152774322,0.8106494152774322
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),14,0.7289166922289393,0.8481226400717926,0.7514037524596809,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),14,0.887423074230848,0.8106494152774322,0.8295826622635332,4019.0
0,Active,K-Nearest Neighbors (kNN),False,PowerTransformer(),17,0.9713855421686748,0.7808716707021792,0.8657718120805369,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,PowerTransformer(),17,0.4688187820983125,0.8937062937062937,0.6150144369586141,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,PowerTransformer(),17,0.800945508833043,0.800945508833043,0.800945508833043,0.800945508833043
3,macro avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),17,0.7201021621334937,0.8372889822042364,0.7403931245195755,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,PowerTransformer(),17,0.881976427102661,0.800945508833043,0.8211608334261017,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),4,0.9948453608247424,0.9346246973365616,0.9637952559300872,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),4,0.7639344262295082,0.9776223776223776,0.8576687116564418,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),4,0.9422741975615824,0.9422741975615824,0.9422741975615824,0.9422741975615824
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),4,0.8793898935271253,0.9561235374794697,0.9107319837932646,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),4,0.9537651622092678,0.9422741975615824,0.9449148182202948,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),20,0.9609229624116116,0.7814769975786925,0.8619596060757804,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),20,0.4579579579579579,0.8531468531468531,0.5959941377625794,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),20,0.7942274197561583,0.7942274197561583,0.7942274197561583,0.7942274197561583
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),20,0.7094404601847847,0.8173119253627728,0.7289768719191798,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),20,0.8714429976979109,0.7942274197561583,0.8146430323400404,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),5,0.9971919971919972,0.8598668280871671,0.923451974646514,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),5,0.6042735042735042,0.9888111888111888,0.750132625994695,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),5,0.8828066683254541,0.8828066683254541,0.8828066683254541,0.8828066683254541
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),5,0.8007327507327506,0.924339008449178,0.8367923003206045,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),5,0.9272898517735542,0.8828066683254541,0.8926176043339858,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),13,0.98299188248937,0.7696731234866828,0.8633508742149041,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),13,0.4685754189944134,0.9384615384615383,0.6250582207731719,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),13,0.7997014182632496,0.7997014182632496,0.7997014182632496,0.7997014182632496
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),13,0.7257836507418917,0.8540673309741107,0.744204547494038,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),13,0.8914746465105459,0.7997014182632496,0.8209574312662008,4019.0
0,Active,Support Vector Machines (SVM),True,StandardScaler(),0,0.9895934959349594,0.921004842615012,0.9540680357422796,3304.0
1,Inactive,Support Vector Machines (SVM),True,StandardScaler(),0,0.7235169491525424,0.9552447552447552,0.8233875828812539,715.0
2,accuracy,Support Vector Machines (SVM),True,StandardScaler(),0,0.927096292610102,0.927096292610102,0.927096292610102,0.927096292610102
3,macro avg,Support Vector Machines (SVM),True,StandardScaler(),0,0.8565552225437509,0.9381247989298838,0.8887278093117668,4019.0
4,weighted avg,Support Vector Machines (SVM),True,StandardScaler(),0,0.942257160789543,0.927096292610102,0.9308193361165932,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),12,0.9792576419213974,0.8144673123486683,0.8892927957699933,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),12,0.5177025963808025,0.9202797202797204,0.662638469284995,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),12,0.8332918636476736,0.8332918636476736,0.8332918636476736,0.8332918636476736
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),12,0.7484801191510999,0.8673735163141942,0.7759656325274942,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),12,0.8971447139389328,0.8332918636476736,0.8489698688138416,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),12,0.9800295857988166,0.8020581113801453,0.8821571238348868,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),12,0.5026615969581749,0.9244755244755244,0.6512315270935961,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),12,0.8238367753172431,0.8238367753172431,0.8238367753172431,0.8238367753172431
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),12,0.7413455913784958,0.8632668179278349,0.7666943254642414,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),12,0.8951034569057937,0.8238367753172431,0.8410743167510294,4019.0
0,Active,Support Vector Machines (SVM),True,MaxAbsScaler(),0,0.9895901106050748,0.9207021791767556,0.9539040451552212,3304.0
1,Inactive,Support Vector Machines (SVM),True,MaxAbsScaler(),0,0.7227513227513227,0.9552447552447552,0.8228915662650602,715.0
2,accuracy,Support Vector Machines (SVM),True,MaxAbsScaler(),0,0.9268474744961434,0.9268474744961434,0.9268474744961434,0.9268474744961434
3,macro avg,Support Vector Machines (SVM),True,MaxAbsScaler(),0,0.8561707166781988,0.9379734672107554,0.8883978057101407,4019.0
4,weighted avg,Support Vector Machines (SVM),True,MaxAbsScaler(),0,0.9421181689988462,0.9268474744961434,0.9305962764549311,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),7,0.9872634643377002,0.8211259079903148,0.8965631196298744,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),7,0.5350118017309206,0.951048951048951,0.6847935548841895,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),7,0.8442398606618562,0.8442398606618562,0.8442398606618562,0.8442398606618562
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),7,0.7611376330343104,0.8860874295196329,0.790678337257032,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),7,0.9068056542446802,0.8442398606618562,0.8588882654887536,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.9644327967053538,0.7796610169491526,0.8622594142259413,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.4599406528189911,0.8671328671328671,0.6010664081434803,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.795222692211993,0.795222692211993,0.795222692211993,0.795222692211993
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.7121867247621725,0.8233969420410099,0.7316629111847108,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),22,0.8746811463249732,0.795222692211993,0.8157918851518037,4019.0
0,Active,Decision Tree,True,MinMaxScaler(),0,0.9721577726218096,0.7608958837772397,0.8536502546689304,3304.0
1,Inactive,Decision Tree,True,MinMaxScaler(),0,0.4487090020935101,0.8993006993006993,0.5986964618249535,715.0
2,accuracy,Decision Tree,True,MinMaxScaler(),0,0.7855187857676039,0.7855187857676039,0.7855187857676039,0.7855187857676039
3,macro avg,Decision Tree,True,MinMaxScaler(),0,0.7104333873576599,0.8300982915389695,0.726173358246942,4019.0
4,weighted avg,Decision Tree,True,MinMaxScaler(),0,0.8790336444984621,0.7855187857676039,0.8082927125232615,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),18,0.9667049368541906,0.7645278450363197,0.8538110528984282,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),18,0.4466571834992888,0.8783216783216783,0.5921735030645923,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),18,0.7847723314257278,0.7847723314257278,0.7847723314257278,0.7847723314257278
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),18,0.7066810601767397,0.8214247616789989,0.7229922779815102,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),18,0.8741858665260605,0.7847723314257278,0.8072644372897712,4019.0
0,Active,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",6,0.9897743300423132,0.8495762711864406,0.9143322475570032,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",6,0.5798816568047337,0.9594405594405594,0.7228661749209694,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",6,0.8691216720577258,0.8691216720577258,0.8691216720577258,0.8691216720577258
3,macro avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",6,0.7848279934235234,0.9045084153135,0.8185992112389864,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,"RobustScaler(quantile_range=(25, 75))",6,0.9168523938977824,0.8691216720577258,0.880269485194534,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),9,0.9853713428357088,0.7950968523002422,0.8800670016750419,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),9,0.499630450849963,0.9454545454545454,0.6537717601547389,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),9,0.8218462304055735,0.8218462304055735,0.8218462304055735,0.8218462304055735
3,macro avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),9,0.7425008968428359,0.8702756988773939,0.7669193809148904,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),9,0.8989556330149058,0.8218462304055735,0.8398079577121116,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MinMaxScaler(),9,0.9839372431826672,0.7972154963680388,0.880789165691356,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MinMaxScaler(),9,0.5007451564828614,0.9398601398601398,0.6533787068546427,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MinMaxScaler(),9,0.8225926847474496,0.8225926847474496,0.8225926847474496,0.8225926847474496
3,macro avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),9,0.7423411998327643,0.8685378181140893,0.7670839362729993,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),9,0.8979749784425922,0.8225926847474496,0.8403317190458596,4019.0
0,Active,Decision Tree,False,StandardScaler(),0,0.943317230273752,0.886501210653753,0.9140271493212668,3304.0
1,Inactive,Decision Tree,False,StandardScaler(),0,0.5897155361050328,0.7538461538461538,0.6617556783302639,715.0
2,accuracy,Decision Tree,False,StandardScaler(),0,0.8629012192087584,0.8629012192087584,0.8629012192087584,0.8629012192087584
3,macro avg,Decision Tree,False,StandardScaler(),0,0.7665163831893924,0.8201736822499535,0.7878914138257654,4019.0
4,weighted avg,Decision Tree,False,StandardScaler(),0,0.8804097380292549,0.8629012192087584,0.8691468055147064,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),10,0.9768683274021353,0.8308111380145279,0.8979391560353287,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),10,0.5376344086021505,0.9090909090909092,0.6756756756756755,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),10,0.8447374968897736,0.8447374968897736,0.8447374968897736,0.8447374968897736
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),10,0.7572513680021429,0.8699510235527185,0.7868074158555021,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),10,0.8987264383894482,0.8447374968897736,0.8583973823460647,4019.0
0,Active,Random Forests,True,MinMaxScaler(),0,0.9563365282215124,0.8153753026634383,0.8802483254370201,3304.0
1,Inactive,Random Forests,True,MinMaxScaler(),0,0.4925124792013311,0.827972027972028,0.6176317162232655,715.0
2,accuracy,Random Forests,True,MinMaxScaler(),0,0.8176163224682756,0.8176163224682756,0.8176163224682756,0.8176163224682756
3,macro avg,Random Forests,True,MinMaxScaler(),0,0.7244245037114216,0.8216736653177331,0.7489400208301429,4019.0
4,weighted avg,Random Forests,True,MinMaxScaler(),0,0.8738199332851029,0.8176163224682756,0.8335275303168822,4019.0
0,Active,K-Nearest Neighbors (kNN),False,StandardScaler(),22,0.9618518518518518,0.7860169491525424,0.8650899400399733,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,StandardScaler(),22,0.4639878695981804,0.855944055944056,0.6017699115044248,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,StandardScaler(),22,0.7984573276934561,0.7984573276934561,0.7984573276934561,0.7984573276934561
3,macro avg,K-Nearest Neighbors (kNN),False,StandardScaler(),22,0.7129198607250161,0.8209805025482992,0.733429925772199,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,StandardScaler(),22,0.87327938424514,0.7984573276934561,0.8182440031395212,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),11,0.980421686746988,0.788135593220339,0.8738255033557046,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),11,0.4864269992663242,0.9272727272727272,0.6381135707410973,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),11,0.8128887783030605,0.8128887783030605,0.8128887783030605,0.8128887783030605
3,macro avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),11,0.733424343006656,0.8577041602465332,0.755969537048401,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MaxAbsScaler(),11,0.8925375858391317,0.8128887783030605,0.8318911834205357,4019.0
0,Active,K-Nearest Neighbors (kNN),False,MinMaxScaler(),13,0.983209683717298,0.7621065375302664,0.8586530264279625,3304.0
1,Inactive,K-Nearest Neighbors (kNN),False,MinMaxScaler(),13,0.4609053497942387,0.9398601398601398,0.6184997699033593,715.0
2,accuracy,K-Nearest Neighbors (kNN),False,MinMaxScaler(),13,0.7937297835282409,0.7937297835282409,0.7937297835282409,0.7937297835282409
3,macro avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),13,0.7220575167557683,0.850983338695203,0.7385763981656609,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),False,MinMaxScaler(),13,0.8902891565326779,0.7937297835282409,0.8159285729780765,4019.0
0,Active,K-Nearest Neighbors (kNN),True,StandardScaler(),18,0.9664577957980096,0.7935835351089588,0.8715306631211568,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,StandardScaler(),18,0.4777947932618683,0.8727272727272727,0.6175160811479465,715.0
2,accuracy,K-Nearest Neighbors (kNN),True,StandardScaler(),18,0.8076635979099278,0.8076635979099278,0.8076635979099278,0.8076635979099278
3,macro avg,K-Nearest Neighbors (kNN),True,StandardScaler(),18,0.7221262945299389,0.8331554039181157,0.7445233721345517,4019.0
4,weighted avg,K-Nearest Neighbors (kNN),True,StandardScaler(),18,0.8795222280415176,0.8076635979099278,0.8263402112398814,4019.0
0,Active,Decision Tree,True,PowerTransformer(),0,0.948885976408912,0.8765133171912833,0.9112649465072372,3304.0
1,Inactive,Decision Tree,True,PowerTransformer(),0,0.578076525336091,0.7818181818181819,0.6646848989298455,715.0
2,accuracy,Decision Tree,True,PowerTransformer(),0,0.8596665837272953,0.8596665837272953,0.8596665837272953,0.8596665837272953
3,macro avg,Decision Tree,True,PowerTransformer(),0,0.7634812508725015,0.8291657495047327,0.7879749227185414,4019.0
4,weighted avg,Decision Tree,True,PowerTransformer(),0,0.8829171390073031,0.8596665837272953,0.8673971351069301,4019.0
0,Active,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),11,0.984333205961024,0.7796610169491526,0.8701232899847998,3304.0
1,Inactive,K-Nearest Neighbors (kNN),True,MaxAbsScaler(),11,0.4807417974322396,0.9426573426573428,0.6367501180916391,715.0
